1000,12.5,13.2,11.9,12.8
1020,12.6,13.1,11.8,12.7
1040,12.4,13.0,12.0,12.9
1060,12.7,13.3,11.7,12.6
1080,12.3,13.1,12.1,13.0
1100,12.5,13.0,11.9,12.8
1120,12.8,13.4,11.6,12.5
1140,12.2,12.9,12.2,13.1
1160,12.6,13.2,11.8,12.7
1180,12.4,13.1,12.0,12.9
1200,12.5,13.0,11.9,12.8
1220,12.7,13.3,11.7,12.6
1240,12.3,12.8,12.1,13.0
1260,12.6,13.2,11.8,12.7
1280,12.4,13.1,12.0,12.9
1300,12.5,13.0,11.9,12.8
1320,12.8,13.4,11.6,12.5
1340,12.2,12.9,12.2,13.1
1360,12.6,13.2,11.8,12.7
1380,12.4,13.1,12.0,12.9
1400,12.5,13.0,11.9,12.8
1420,12.7,13.3,11.7,12.6
1440,12.3,12.8,12.1,13.0
1460,12.6,13.2,11.8,12.7
1480,12.4,13.1,12.0,12.9
1500,12.5,13.0,11.9,12.8
1520,12.8,13.4,11.6,12.5
1540,12.2,12.9,12.2,13.1
1560,12.6,13.2,11.8,12.7
1580,12.4,13.1,12.0,12.9
1600,12.5,13.0,11.9,12.8
1620,12.7,13.3,11.7,12.6
1640,12.3,12.8,12.1,13.0
1660,12.6,13.2,11.8,12.7
1680,12.4,13.1,12.0,12.9
1700,12.5,13.0,11.9,12.8
1720,12.8,13.4,11.6,12.5
1740,12.2,12.9,12.2,13.1
1760,12.6,13.2,11.8,12.7
1780,12.4,13.1,12.0,12.9
1800,12.5,13.0,11.9,12.8
1820,12.7,13.3,11.7,12.6
1840,12.3,12.8,12.1,13.0
1860,12.6,13.2,11.8,12.7
1880,12.4,13.1,12.0,12.9
1900,12.5,13.0,11.9,12.8
1920,12.8,13.4,11.6,12.5
1940,12.2,12.9,12.2,13.1
1960,12.6,13.2,11.8,12.7
1980,12.4,13.1,12.0,12.9
2000,12.5,13.0,11.9,12.8
2020,12.7,13.3,11.7,12.6
2040,12.3,12.8,12.1,13.0
2060,12.6,13.2,11.8,12.7
2080,12.4,13.1,12.0,12.9
2100,12.5,13.0,11.9,12.8
2120,12.8,13.4,11.6,12.5
2140,12.2,12.9,12.2,13.1
2160,12.6,13.2,11.8,12.7
2180,12.4,13.1,12.0,12.9
2200,12.5,13.0,11.9,12.8
2220,12.7,13.3,11.7,12.6
2240,12.3,12.8,12.1,13.0
2260,12.6,13.2,11.8,12.7
2280,12.4,13.1,12.0,12.9
2300,12.5,13.0,11.9,12.8
2320,12.8,13.4,11.6,12.5
2340,12.2,12.9,12.2,13.1
2360,12.6,13.2,11.8,12.7
2380,12.4,13.1,12.0,12.9
2400,12.5,13.0,11.9,12.8
2420,12.7,13.3,11.7,12.6
2440,12.3,12.8,12.1,13.0
2460,12.6,13.2,11.8,12.7
2480,12.4,13.1,12.0,12.9
2500,12.5,13.0,11.9,12.8
2520,12.8,13.4,11.6,12.5
2540,12.2,12.9,12.2,13.1
2560,12.6,13.2,11.8,12.7
2580,12.4,13.1,12.0,12.9
2600,12.5,13.0,11.9,12.8
2620,12.7,13.3,11.7,12.6
2640,12.3,12.8,12.1,13.0
2660,12.6,13.2,11.8,12.7
2680,12.4,13.1,12.0,12.9
2700,12.5,13.0,11.9,12.8
2720,12.8,13.4,11.6,12.5
2740,12.2,12.9,12.2,13.1
2760,12.6,13.2,11.8,12.7
2780,12.4,13.1,12.0,12.9
2800,12.5,13.0,11.9,12.8
2820,12.7,13.3,11.7,12.6
2840,12.3,12.8,12.1,13.0
2860,12.6,13.2,11.8,12.7
2880,12.4,13.1,12.0,12.9
2900,12.5,13.0,11.9,12.8
2920,12.8,13.4,11.6,12.5
2940,12.2,12.9,12.2,13.1
2960,12.6,13.2,11.8,12.7
2980,12.4,13.1,12.0,12.9
3000,12.5,13.0,11.9,12.8
3020,12.7,13.3,11.7,12.6
3040,12.3,12.8,12.1,13.0
3060,12.6,13.2,11.8,12.7
3080,12.4,13.1,12.0,12.9
3100,12.5,13.0,11.9,12.8
3120,12.8,13.4,11.6,12.5
3140,12.2,12.9,12.2,13.1
3160,12.6,13.2,11.8,12.7
3180,12.4,13.1,12.0,12.9
3200,12.5,13.0,11.9,12.8
3220,12.7,13.3,11.7,12.6
3240,12.3,12.8,12.1,13.0
3260,12.6,13.2,11.8,12.7
3280,12.4,13.1,12.0,12.9
3300,12.5,13.0,11.9,12.8
3320,12.8,13.4,11.6,12.5
3340,12.2,12.9,12.2,13.1
3360,12.6,13.2,11.8,12.7
3380,12.4,13.1,12.0,12.9
3400,12.5,13.0,11.9,12.8
3420,12.7,13.3,11.7,12.6
3440,12.3,12.8,12.1,13.0
3460,12.6,13.2,11.8,12.7
3480,12.4,13.1,12.0,12.9
3500,12.5,13.0,11.9,12.8
3520,12.8,13.4,11.6,12.5
3540,12.2,12.9,12.2,13.1
3560,12.6,13.2,11.8,12.7
3580,12.4,13.1,12.0,12.9
3600,12.5,13.0,11.9,12.8
3620,12.7,13.3,11.7,12.6
3640,12.3,12.8,12.1,13.0
3660,12.6,13.2,11.8,12.7
3680,12.4,13.1,12.0,12.9
3700,12.5,13.0,11.9,12.8
3720,12.8,13.4,11.6,12.5
3740,12.2,12.9,12.2,13.1
3760,12.6,13.2,11.8,12.7
3780,12.4,13.1,12.0,12.9
3800,12.5,13.0,11.9,12.8
3820,12.7,13.3,11.7,12.6
3840,12.3,12.8,12.1,13.0
3860,12.6,13.2,11.8,12.7
3880,12.4,13.1,12.0,12.9
3900,12.5,13.0,11.9,12.8
3920,12.8,13.4,11.6,12.5
3940,12.2,12.9,12.2,13.1
3960,12.6,13.2,11.8,12.7
3980,12.4,13.1,12.0,12.9
4000,12.5,13.0,11.9,12.8
4020,12.7,13.3,11.7,12.6
4040,12.3,12.8,12.1,13.0
4060,12.6,13.2,11.8,12.7
4080,12.4,13.1,12.0,12.9
4100,12.5,13.0,11.9,12.8
4120,12.8,13.4,11.6,12.5
4140,12.2,12.9,12.2,13.1
4160,12.6,13.2,11.8,12.7
4180,12.4,13.1,12.0,12.9
4200,12.5,13.0,11.9,12.8
4220,12.7,13.3,11.7,12.6
4240,12.3,12.8,12.1,13.0
4260,12.6,13.2,11.8,12.7
4280,12.4,13.1,12.0,12.9
4300,12.5,13.0,11.9,12.8
4320,12.8,13.4,11.6,12.5
4340,12.2,12.9,12.2,13.1
4360,12.6,13.2,11.8,12.7
4380,12.4,13.1,12.0,12.9
4400,12.5,13.0,11.9,12.8
4420,12.7,13.3,11.7,12.6
4440,12.3,12.8,12.1,13.0
4460,12.6,13.2,11.8,12.7
4480,12.4,13.1,12.0,12.9
4500,12.5,13.0,11.9,12.8
4520,12.8,13.4,11.6,12.5
4540,12.2,12.9,12.2,13.1
4560,12.6,13.2,11.8,12.7
4580,12.4,13.1,12.0,12.9
4600,12.5,13.0,11.9,12.8
4620,12.7,13.3,11.7,12.6
